CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Chloe Sanchez,58,1,75000,1,1,0,4,5,1,1
Chloe Sanders,59,1,100000,1,2,1,4,4,0,1
Chloe Scott,46,1,50000,1,1,1,4,2,1,0
Chloe Smith,93,1,75000,1,5,4,1,2,1,0
Chloe Taylor,41,1,50000,1,0,0,2,2,1,2
Chloe Thompson,74,1,150000,1,2,4,5,4,0,3
Chloe Torres,64,1,75000,1,2,1,2,5,1,2
Chloe Turner,58,0,50000,1,2,0,3,3,1,1
Chloe Walker,77,1,100000,1,5,0,4,4,1,2
Chloe Ward,56,0,100000,1,4,3,2,5,1,3
Chloe Washington,72,1,75000,1,5,0,4,4,1,2
Chloe Watson,46,1,50000,1,0,0,4,3,1,0
Chloe White,67,1,75000,1,4,1,3,5,1,2
Chloe Williams,39,1,75000,1,0,0,3,2,1,2
Chloe Wilson,46,1,50000,1,1,1,4,2,1,0
Chloe Wood,50,0,75000,1,0,0,5,5,1,0
Chloe Wright,64,0,75000,1,4,2,3,5,1,2
Chloe Young,37,0,50000,1,0,0,3,2,0,1
Christian Alexander,60,0,50000,0,2,0,2,2,1,2
Christian Anderson,41,1,75000,0,0,0,3,2,1,2
Christian Brown,69,1,75000,0,2,1,3,5,1,1
Christian Bryant,59,1,75000,0,2,0,2,5,0,2
Christian Butler,41,0,50000,0,0,0,2,2,0,2
Christian Chen,69,1,50000,0,4,0,2,5,0,2
Christian Clark,45,0,50000,0,0,0,2,1,0,1
Christian Coleman,65,0,150000,0,4,5,2,5,0,3
Christian Davis,54,1,25000,0,1,0,5,1,1,0
Christian Flores,44,0,75000,0,1,0,5,5,0,0
Christian Foster,76,1,150000,0,2,3,4,4,1,4
Christian Garcia,37,0,75000,0,0,0,3,2,1,2
Christian Gonzales,61,0,50000,0,1,0,2,3,0,2
Christian Griffin,76,1,100000,0,4,0,4,4,1,2
Christian Harris,80,1,75000,0,4,0,5,4,1,2
Christian Hayes,90,0,50000,0,1,0,4,5,0,1
Christian Henderson,47,1,100000,0,3,0,5,5,1,0
Christian Hughes,61,1,100000,0,5,0,5,2,1,0
Christian Jackson,60,0,100000,0,3,0,3,5,0,1
Christian Jenkins,74,1,100000,0,5,0,4,4,1,2
Christian Johnson,54,0,150000,0,1,2,4,4,0,4
Christian Jones,62,0,100000,0,2,0,1,2,0,2
Christian Kumar,67,0,75000,0,2,1,3,5,1,2
Christian Lal,64,1,50000,0,3,0,3,5,0,2
Christian Lee,70,1,75000,0,3,1,4,4,1,1
Christian Lewis,51,1,50000,0,3,3,4,2,1,3
Christian Long,36,0,25000,0,0,0,1,1,1,2
Christian Martin,80,1,50000,0,3,0,3,5,0,2
Christian Martinez,40,1,50000,0,0,0,2,2,0,2
Christian Moore,42,0,50000,0,0,0,2,2,0,2
Christian Patterson,66,0,100000,0,4,1,2,4,1,3
Christian Perry,67,1,50000,0,2,1,1,2,1,2
Christian Powell,36,1,25000,0,0,0,1,1,0,2
Christian Robinson,72,0,50000,0,4,0,2,5,1,2
Christian Rodriguez,77,1,75000,0,3,0,5,4,1,2
Christian Ross,47,1,100000,0,3,0,5,5,1,0
Christian Russell,64,1,150000,0,4,5,2,5,1,3
Christian Shan,39,0,50000,0,0,0,1,3,0,2
Christian Sharma,56,1,75000,0,5,4,3,2,1,3
Christian Simmons,61,1,50000,0,1,0,2,3,0,2
Christian Smith,56,1,75000,0,1,0,3,2,1,1
Christian Taylor,59,1,50000,0,2,0,2,2,0,2
Christian Thomas,54,1,100000,0,5,4,3,5,1,4
Christian Thompson,59,1,100000,0,2,1,4,4,1,1
Christian Walker,53,1,75000,0,4,2,4,5,1,4
Christian Wang,58,1,50000,0,2,0,2,2,1,2
Christian Washington,52,1,100000,0,4,3,4,4,0,0
Christian White,43,1,50000,0,1,0,5,2,1,0
Christian Williams,49,0,50000,0,0,0,4,5,0,1
Christian Wilson,46,1,50000,0,1,1,4,2,1,1
Christian Yang,60,0,75000,0,2,0,2,5,0,2
Christian Zhang,54,1,75000,0,1,0,4,5,0,1
Christina Bailey,53,0,150000,1,4,3,4,4,1,0
Christina Bell,80,1,50000,1,3,0,3,5,0,2
Christina Brooks,52,1,50000,1,1,1,4,2,1,2
Christina Cook,40,0,25000,1,0,0,2,1,0,1
Christina Cooper,66,1,50000,1,2,1,1,2,0,2
Christina Cox,47,1,75000,1,1,0,5,5,1,0
Christina Gray,52,0,150000,1,2,2,5,4,0,2
Christina Howard,43,0,50000,1,1,0,5,2,1,0
Christina James,53,0,100000,1,4,3,3,5,1,2
Christina Morris,40,1,75000,1,0,0,3,5,1,2
Christina Murphy,58,1,100000,1,4,0,5,2,1,0
Christina Peterson,76,0,75000,1,3,0,4,4,0,2
Christina Ramirez,50,0,150000,1,0,1,5,4,0,3
Christina Reed,46,1,50000,1,1,1,4,2,1,1
Christina Richardson,64,0,50000,1,3,0,3,5,0,2
Christina Rivera,54,0,50000,1,1,0,3,3,1,1
Christina Rogers,43,1,50000,1,1,1,4,2,1,1
Christina Sanchez,60,1,25000,1,2,0,3,1,1,0
Christina Sanders,44,0,25000,1,0,0,1,1,0,2
Christina Stewart,59,1,100000,1,2,3,3,5,1,4
Christina Torres,62,1,25000,1,2,0,1,1,0,2
Christina Ward,56,1,75000,1,1,0,3,2,1,1
Christina Watson,40,0,50000,1,0,0,2,2,0,2
Christine Andersen,62,0,150000,1,4,5,2,5,0,1
Christine Beck,44,0,25000,1,0,0,1,1,0,2
Christine Chande,48,1,50000,1,1,1,4,3,1,0
Christine Chander,41,0,25000,1,0,0,1,1,1,2
Christine Goel,63,1,50000,1,2,0,4,4,1,1
Christine Jai,53,0,50000,1,2,2,3,3,1,0
Christine Luo,36,1,25000,1,0,0,3,1,0,1
Christine Nara,56,1,75000,1,1,0,3,2,1,1
Christine Nath,60,0,25000,1,1,0,4,3,1,0
Christine Pal,47,1,100000,1,1,0,5,4,1,0
Christine Raje,71,1,150000,1,4,4,3,5,1,4
Christine Raji,46,0,25000,1,1,1,2,1,0,1
Christine Shan,43,0,25000,1,0,0,5,1,0,0
Christine She,52,1,75000,1,4,4,4,5,1,1
Christine Stone,62,0,50000,1,3,0,1,3,0,2
Christine Sutton,37,0,50000,1,3,3,3,3,1,1
Christine Yuan,66,1,50000,1,3,0,2,2,1,2
Christopher Anderson,59,1,75000,0,2,0,1,2,0,2
Christopher Brown,43,1,75000,0,0,0,3,2,0,1
Christopher Clark,51,1,50000,0,2,2,3,3,1,0
Christopher Davis,39,0,50000,0,0,0,1,3,0,2
Christopher Garcia,80,1,75000,0,2,0,5,4,1,2
Christopher Harris,55,0,150000,0,3,3,4,4,0,3
Christopher Jackson,36,0,50000,0,0,0,1,3,0,2
Christopher Johnson,59,1,100000,0,2,0,1,2,0,2
Christopher Jones,48,1,100000,0,3,0,4,4,1,3
Christopher Lee,39,0,50000,0,0,0,3,2,0,1
Christopher Lewis,40,0,50000,0,0,0,2,2,1,2
Christopher Martin,71,0,50000,0,5,0,1,3,0,3
Christopher Martinez,80,1,150000,0,1,3,5,4,1,4
Christopher Miller,36,0,25000,0,0,0,1,1,0,2
Christopher Moore,70,0,50000,0,5,0,2,5,1,4
Christopher Robinson,62,1,50000,0,1,0,2,3,1,1
Christopher Rodriguez,53,1,100000,0,0,0,3,5,1,1
Christopher Smith,40,1,50000,0,0,0,2,2,0,2
Christopher Taylor,48,0,75000,0,5,5,4,5,1,3
Christopher Thomas,85,1,150000,0,5,0,5,4,0,2
Christopher Walker,75,1,100000,0,2,3,5,4,1,3
Christopher White,60,1,75000,0,2,0,2,5,0,2
Christopher Wilson,48,1,150000,0,2,1,4,4,1,4
Christopher Winston,42,0,75000,0,0,0,3,5,0,2
Christy Andersen,51,1,25000,1,2,2,2,1,1,1
Christy Beck,54,1,50000,1,1,0,4,2,1,1
Christy Cai,39,0,50000,1,0,0,3,3,0,1
Christy Chande,42,1,50000,1,1,1,4,2,1,0
Christy Chander,68,1,150000,1,5,5,2,4,1,4
Christy Chow,44,0,100000,1,0,0,4,5,0,3
Christy Deng,81,1,50000,1,3,0,3,5,1,2
Christy Gao,45,1,150000,1,5,5,1,4,1,4
Christy Goel,65,0,150000,1,4,5,2,5,0,3
Christy Guo,69,1,150000,1,5,5,2,4,1,4
Christy Hu,50,1,50000,1,0,0,4,5,0,0
Christy Huang,63,0,25000,1,2,0,2,1,1,2
Christy Jai,42,1,50000,1,1,1,4,2,0,0
Christy Kumar,77,0,75000,1,3,0,5,4,1,2
Christy Lal,71,1,75000,1,4,0,4,4,1,2
Christy Li,56,0,25000,1,1,1,3,1,0,0
Christy Liang,79,1,50000,1,2,0,3,3,0,2
Christy Liu,61,1,100000,1,2,0,2,2,1,2
Christy Lu,49,1,100000,1,5,5,5,4,1,3
Christy Luo,52,1,50000,1,1,1,4,2,1,2
Christy Ma,65,1,50000,1,3,0,2,2,0,2
Christy McDonald,64,0,25000,1,2,0,3,1,0,1
Christy Nara,52,0,50000,1,4,4,4,2,0,3
Christy Nath,68,0,75000,1,2,1,3,5,0,2
Christy Pal,55,1,75000,1,1,0,3,2,1,1
Christy Rai,49,1,100000,1,4,4,4,5,1,0
Christy Raje,64,1,50000,1,3,0,2,2,1,2
Christy Raji,49,1,75000,1,5,5,4,5,1,3
Christy Shan,57,0,50000,1,0,0,4,3,1,0
Christy Sun,49,1,100000,1,2,2,4,5,1,0
Christy Tang,44,0,150000,1,2,5,2,4,1,4
Christy Wang,37,0,50000,1,3,3,3,3,1,2
Christy Wu,39,1,25000,1,0,0,3,1,1,0
Christy Xie,56,0,50000,1,0,0,4,5,0,1
Christy Ye,42,0,100000,1,0,0,4,5,0,3
Christy Zeng,50,1,25000,1,1,0,5,1,1,0
Christy Zheng,48,0,75000,1,0,0,4,5,0,1
Christy Zhou,61,1,50000,1,1,0,3,3,1,1
Christy Zhu,48,0,75000,1,0,0,4,5,0,1
Christy Zimmerman,38,0,50000,1,3,3,3,3,1,2
Cindy Edwards,41,1,75000,1,0,0,3,2,1,2
Cindy Foster,80,0,50000,1,2,0,5,4,1,2
Cindy Garcia,72,1,150000,1,3,4,4,4,1,4
Cindy Gonzalez,49,0,25000,1,1,1,3,1,1,1
Cindy Gray,73,1,150000,1,2,4,4,4,1,4
Cindy James,50,0,75000,1,4,0,5,5,1,0
Cindy Jordan,50,1,50000,1,0,0,4,5,1,0
Cindy Lewis,45,0,50000,1,2,2,3,3,1,1
Cindy Lopez,48,0,25000,1,3,3,2,1,0,0
Cindy Madan,55,1,50000,1,4,0,5,3,1,0
Cindy Malhotra,46,1,50000,1,0,0,4,3,1,0
Cindy Mehta,47,0,100000,1,4,4,5,4,1,0
Cindy Murphy,40,0,75000,1,0,0,3,2,0,1
Cindy Patel,61,1,150000,1,3,4,3,5,1,3
Cindy Prasad,76,0,25000,1,1,0,4,3,1,0
Cindy Raman,47,1,100000,1,1,0,5,4,0,0
Cindy Ramos,39,1,25000,1,0,0,2,1,1,2
Cindy Rana,68,1,25000,1,2,1,1,3,1,2
Cindy Rodriguez,58,0,150000,1,2,4,3,5,0,2
Cindy Sai,48,1,50000,1,0,0,5,3,1,0
Cindy Sanchez,55,1,150000,1,1,3,4,4,1,3
Cindy Sara,48,0,50000,1,1,1,4,3,0,0
Cindy Srini,49,0,75000,1,5,5,4,5,1,3
Cindy Stewart,64,1,50000,1,3,0,3,5,0,2
Cindy Subram,38,1,50000,1,4,4,3,3,1,2
Cindy Suri,71,1,75000,1,5,0,4,4,1,2
Cindy Weber,47,0,50000,1,0,0,5,3,1,0
Clarence Anand,58,0,150000,0,2,3,4,4,0,4
Clarence Andersen,60,0,25000,0,1,0,4,3,1,0
Clarence Cai,46,1,50000,0,0,0,4,3,1,0
Clarence Chande,41,1,25000,0,0,0,1,1,1,2
Clarence Chander,72,1,25000,0,3,0,2,2,1,2
Clarence Chen,45,1,100000,0,0,5,2,4,1,4
Clarence Deng,83,1,25000,0,4,0,2,1,0,2
Clarence Gao,72,0,75000,0,5,1,2,5,1,2
Clarence Goel,61,1,150000,0,3,4,3,5,1,4
Clarence Guo,55,1,75000,0,1,0,3,2,1,1
Clarence He,63,1,150000,0,3,4,4,4,1,4
Clarence Hu,64,1,25000,0,3,0,3,1,0,2
Clarence Huang,50,1,50000,0,0,0,4,5,1,0
Clarence Jai,51,0,50000,0,2,2,3,3,1,1
Clarence Kumar,46,1,50000,0,0,0,4,3,1,0
Clarence Lal,51,1,100000,0,5,5,4,5,1,4
Clarence Li,72,0,75000,0,5,1,2,5,1,2
Clarence Liang,55,0,25000,0,1,0,5,3,0,0
Clarence Lin,69,0,25000,0,4,0,2,2,1,2
Clarence Liu,58,0,150000,0,0,0,5,4,1,3
Clarence Luo,54,0,75000,0,1,0,4,5,1,1
Clarence Nara,44,0,50000,0,2,2,3,3,1,0
Clarence Nath,48,0,25000,0,1,1,3,1,0,1
Clarence Pal,45,0,50000,0,2,2,3,3,1,1
Clarence Rai,72,0,50000,0,2,0,3,3,1,2
Clarence Raji,63,1,50000,0,1,0,4,2,1,1
Clarence Shan,37,0,25000,0,1,1,2,1,0,0
Clarence Sharma,61,0,150000,0,3,4,3,5,1,4
Clarence She,42,0,150000,0,0,5,3,4,0,3
Clarence Wu,50,0,150000,0,0,0,5,4,1,1
Clarence Xie,36,1,25000,0,0,0,3,1,1,1
Clarence Xu,40,0,100000,0,0,0,4,5,1,2
Clarence Yang,47,1,150000,0,1,0,5,4,1,1
Clarence Ye,60,0,75000,0,2,0,2,5,0,2
Clarence Yuan,48,0,25000,0,1,1,3,1,0,0
Clarence Zeng,62,1,25000,0,2,0,3,1,1,1
Clarence Zhang,47,0,150000,0,1,0,5,4,1,1
Clarence Zhao,52,0,100000,0,4,3,4,4,1,0
Clarence Zheng,44,0,50000,0,0,0,2,1,1,1
Clarence Zhou,63,1,75000,0,4,3,3,5,1,1
Clarence Zhu,64,1,50000,0,3,0,2,2,1,2
Claudia Chen,45,1,100000,1,0,0,4,5,1,4
Claudia Gao,44,0,25000,1,0,0,1,1,0,2
Claudia Guo,55,0,25000,1,1,0,4,1,1,0
Claudia He,50,0,100000,1,0,0,5,2,0,0
Claudia Holt,55,1,50000,1,4,0,5,3,1,0
Claudia Huang,73,0,25000,1,3,0,3,1,0,1
Claudia Li,47,0,50000,1,0,0,5,3,1,0
Claudia Lin,56,1,75000,1,1,0,3,2,1,1
Claudia Ma,53,0,50000,1,2,2,3,3,1,0
Claudia McDonald,59,1,75000,1,3,2,3,5,1,0
Claudia McDonald,72,1,100000,1,2,3,5,4,1,4
Claudia She,46,0,50000,1,2,2,3,3,1,2
Claudia Sun,39,1,25000,1,0,0,5,1,1,0
Claudia Xu,70,0,100000,1,2,3,4,4,1,4
Claudia Yang,70,0,100000,1,5,0,3,5,1,2
Claudia Ye,46,0,100000,1,0,5,2,4,1,4
Claudia Zeng,51,0,75000,1,0,0,4,5,0,1
Claudia Zhang,50,0,100000,1,0,0,4,5,0,1
Claudia Zhao,48,0,50000,1,0,0,5,3,1,0
Claudia Zheng,47,1,100000,1,1,0,5,4,1,0
Claudia Zhou,60,0,150000,1,3,4,3,5,0,3
Clayton Anand,50,0,25000,0,1,1,2,1,0,1
Clayton Andersen,45,0,25000,0,0,0,1,1,1,2
Clayton Beck,52,0,25000,0,3,3,2,1,1,1
Clayton Cai,81,1,25000,0,1,0,5,3,1,0
Clayton Chavez,47,0,100000,0,1,0,5,4,0,0
Clayton Chen,51,0,75000,0,0,0,4,5,0,1
Clayton Deng,48,1,75000,0,2,2,4,5,1,1
Clayton Gao,65,1,100000,0,5,2,2,5,1,2
Clayton Goel,46,1,50000,0,1,1,4,2,1,1
Clayton Guo,42,1,50000,0,1,1,4,2,1,0
Clayton He,67,0,150000,0,4,5,3,4,0,3
Clayton Jai,40,0,75000,0,0,0,4,5,0,3
Clayton Kumar,42,0,25000,0,0,0,1,1,0,2
Clayton Li,53,1,50000,0,1,0,4,2,1,0
Clayton Liang,50,1,50000,0,0,0,4,5,1,0
Clayton Lin,64,1,50000,0,3,0,2,2,1,2
Clayton Liu,67,1,25000,0,2,1,1,3,0,2
Clayton Lu,72,1,150000,0,3,4,4,4,1,4
Clayton Nara,50,1,100000,0,2,0,4,5,1,0
Clayton Nath,49,0,50000,0,0,0,4,3,1,0
Clayton Pal,60,1,100000,0,1,0,3,2,1,1
Clayton Rai,61,1,100000,0,2,0,2,2,1,2
Clayton Raje,50,0,25000,0,4,4,1,1,1,1
Clayton Raji,53,0,25000,0,3,3,2,1,1,2
Clayton Shan,75,1,150000,0,2,3,4,4,1,4
Clayton Sharma,36,0,25000,0,0,0,3,1,0,1
Clayton She,50,0,50000,0,1,1,4,3,0,1
Clayton Stone,78,1,100000,0,4,0,5,4,1,2
Clayton Sun,51,0,75000,0,3,3,4,5,1,1
Clayton Tang,59,0,150000,0,2,4,2,5,1,4
Clayton Wagner,52,1,50000,0,1,0,4,2,1,0
Clayton Xie,73,1,25000,0,1,0,3,1,1,0
Clayton Xu,72,1,25000,0,4,0,2,2,1,2
Clayton Xu,60,1,75000,0,2,0,2,2,1,2
Clayton Yang,42,0,50000,0,0,0,3,3,1,1
Clayton Ye,75,1,50000,0,3,0,4,4,1,2
Clayton Zeng,68,0,100000,0,4,1,1,2,1,4
Clayton Zhang,57,1,50000,0,3,0,4,3,1,0
Clayton Zhao,66,1,100000,0,4,1,2,4,1,3
Clayton Zhou,42,1,100000,0,0,0,4,5,1,2
Clayton Zhu,58,1,25000,0,1,0,4,1,1,0
Clifford Arun,41,0,50000,0,0,0,3,3,0,1
Clifford Chapman,46,1,100000,0,4,4,5,4,1,1
Clifford Fernandez,46,0,25000,0,0,0,3,1,1,1
Clifford Garcia,58,0,25000,0,2,0,3,1,1,1
Clifford Gonzalez,73,1,50000,0,2,0,4,4,1,2
Clifford Kapoor,54,0,25000,0,1,0,4,1,1,0
Clifford Lopez,53,0,75000,0,0,0,4,5,0,2
Clifford Malhotra,46,1,50000,0,1,1,4,2,1,1
Clifford Martinez,68,1,25000,0,2,1,1,3,1,2
Clifford Mehta,54,1,50000,0,5,0,5,3,1,0
Clifford Patel,49,0,50000,0,1,1,4,3,1,1
Clifford Perez,70,0,150000,0,3,4,4,4,0,4
Clifford Prasad,52,1,75000,0,4,4,4,5,1,2
Clifford Rodriguez,44,0,50000,0,2,2,3,3,1,0
Clifford Sai,51,1,75000,0,3,3,4,5,1,1
Clifford Sanchez,52,1,75000,0,4,4,4,5,1,2
Clifford Sara,39,0,25000,0,0,0,3,1,0,0
Clifford Srini,44,0,50000,0,0,0,2,1,0,1
Clifford Subram,56,1,50000,0,4,2,2,2,1,3
Clifford Suri,38,0,50000,0,4,4,3,3,1,3
Clifford Weber,50,1,25000,0,1,1,2,1,1,1
Clinton Alonso,43,1,50000,0,1,1,4,2,1,1
Clinton Alvarez,44,1,50000,0,1,1,3,3,1,1
Clinton Blanco,66,0,150000,0,4,5,2,4,0,3
Clinton Carlson,54,1,75000,0,5,4,3,2,1,2
Clinton Dominguez,61,0,150000,0,2,4,2,5,0,3
Clinton Gill,36,0,25000,0,0,0,1,1,0,2
Clinton Gutierrez,38,0,25000,0,0,0,4,3,0,0
Clinton Hernandez,37,0,25000,0,0,0,4,3,1,0
Clinton Jiménez,57,0,25000,0,1,1,2,1,0,1
Clinton Moreno,41,0,25000,0,0,0,2,1,1,1
Clinton Munoz,58,0,25000,0,2,0,3,1,0,1
Clinton Navarro,65,1,100000,0,3,4,3,5,1,4
Clinton Romero,60,0,100000,0,2,0,2,2,0,2
Clinton Rubio,48,0,25000,0,1,1,3,1,0,0
Clinton Sandberg,56,0,25000,0,1,1,3,1,0,0
Clinton Serrano,51,1,150000,0,2,2,4,4,1,3
Clinton Suarez,52,0,25000,0,3,2,1,1,1,1
Clinton Vazquez,40,0,25000,0,0,0,1,1,0,1
Cody Bailey,47,1,75000,0,1,0,5,5,1,0
Cody Bell,55,1,50000,0,4,3,2,2,1,3
Cody Cook,58,1,75000,0,4,0,5,2,1,0
Cody Cooper,70,1,50000,0,2,0,3,3,0,2
Cody Cox,62,1,50000,0,1,0,3,3,1,1
Cody Gray,54,0,100000,0,5,4,3,5,1,3
Cody Howard,60,1,50000,0,2,0,2,2,1,2
Cody James,61,0,75000,0,2,0,2,5,0,2
Cody Kelly,71,1,50000,0,5,0,1,2,1,3
Cody Morgan,67,1,50000,0,4,0,2,5,1,2
Cody Morris,46,1,50000,0,1,1,4,2,1,0
Cody Murphy,48,0,75000,0,0,0,4,5,0,1
Cody Ramirez,52,0,50000,0,0,0,4,5,0,1
Cody Reed,75,1,75000,0,5,0,5,4,1,2
Cody Richardson,50,1,50000,0,0,0,4,5,0,0
Cody Rivera,62,1,75000,0,2,0,1,2,1,2
Cody Rogers,41,1,50000,0,1,1,4,2,1,0
Cody Sanchez,47,1,75000,0,1,1,4,2,1,1
Cody Sanders,71,0,25000,0,5,0,1,3,0,4
Cody Stewart,46,1,50000,0,1,1,5,2,1,0
Cody Torres,51,0,50000,0,0,0,4,5,0,1
Cody Ward,48,0,50000,0,4,4,2,2,1,3
Cody West,61,0,75000,0,2,0,2,5,1,2
Cole Bailey,40,0,75000,0,0,0,3,5,0,2
Cole Bell,37,1,75000,0,0,0,3,2,0,1
Cole Brooks,77,1,75000,0,3,0,5,4,1,2
Cole Cook,51,1,50000,0,3,3,4,2,1,2
Cole Cooper,62,1,100000,0,2,0,1,2,1,2
Cole Cox,45,0,25000,0,0,0,1,1,0,2
Cole Gray,80,0,50000,0,2,0,5,4,1,2
Cole James,39,1,75000,0,0,0,3,2,1,2
Cole Kelly,54,0,50000,0,1,0,3,3,1,1
Cole Morgan,46,1,50000,0,1,1,4,2,1,1
Cole Morris,36,1,50000,0,0,0,2,2,1,2
Cole Murphy,43,0,50000,0,1,0,5,2,1,0
Cole Peterson,79,0,50000,0,3,0,5,4,1,2
Cole Ramirez,40,1,75000,0,0,0,4,5,1,2
Cole Reed,56,0,50000,0,3,0,4,3,1,0
Cole Richardson,58,1,50000,0,2,0,2,2,1,2
Cole Rivera,60,1,50000,0,1,0,3,3,1,1
Cole Rogers,51,0,150000,0,2,2,4,4,0,4
Cole Sanchez,46,0,50000,0,2,2,3,3,1,2
Cole Sanders,55,0,25000,0,1,0,4,1,0,0
Cole Stewart,65,0,75000,0,5,2,1,2,1,2
Cole Torres,61,0,75000,0,2,0,2,5,1,2
Cole Ward,66,1,50000,0,2,1,1,2,1,2
Cole Watson,70,0,75000,0,5,0,4,4,1,3
Colin Anand,55,1,150000,0,1,3,2,5,1,4
Colin Andersen,59,1,75000,0,2,0,2,2,1,2
Colin Beck,54,1,100000,0,5,4,3,5,1,3
Colin Cai,55,0,25000,0,1,1,3,1,0,0
Colin Chander,52,1,50000,0,1,0,4,2,1,0
Colin Chavez,68,1,25000,0,2,1,1,3,1,2
Colin Chen,56,0,25000,0,1,1,2,1,0,1
Colin Deng,54,1,75000,0,5,4,3,2,1,2
Colin Gao,65,1,75000,0,2,1,3,5,1,2
Colin Goel,56,1,50000,0,0,0,4,5,0,1
Colin He,49,0,100000,0,4,4,4,5,1,0
Colin Huang,42,1,50000,0,1,1,4,2,1,0
Colin Jai,83,1,75000,0,3,0,5,4,1,2
Colin Kumar,48,0,75000,0,5,5,4,5,1,3
Colin Lal,45,1,150000,0,0,5,1,4,0,4
Colin Li,69,1,25000,0,4,0,2,2,1,2
Colin Liang,45,1,100000,0,0,5,2,4,1,3
Colin Lin,83,1,75000,0,4,0,5,4,1,2
Colin Liu,45,1,50000,0,0,0,2,1,0,1
Colin Lu,51,1,25000,0,4,3,1,1,0,2
Colin Luo,51,0,100000,0,5,5,4,5,1,4
Colin Ma,40,1,75000,0,0,0,4,5,1,3
Colin Nath,47,0,50000,0,0,0,4,3,1,0
Colin Pal,58,0,25000,0,2,0,3,1,0,1
Colin Rai,66,1,150000,0,4,5,2,4,1,3
Colin Raje,58,1,150000,0,2,3,4,4,1,4
Colin Raji,66,1,150000,0,4,5,3,4,0,4
Colin Shan,69,0,50000,0,2,0,3,3,0,2
Colin She,45,1,100000,0,0,0,4,5,0,4
Colin Stone,41,1,100000,0,0,0,4,5,1,3
Colin Sun,45,0,25000,0,0,0,1,1,0,2
Colin Tang,59,0,75000,0,1,0,3,2,0,1
Colin Wang,67,0,100000,0,5,1,2,4,0,3
Colin Wu,59,0,100000,0,2,3,3,5,1,4
Colin Xie,47,0,50000,0,0,0,5,3,0,0
Colin Xu,39,1,25000,0,0,0,2,1,1,2
Colin Xu,56,0,75000,0,1,0,3,2,1,1
Colin Yang,43,1,150000,0,0,5,3,4,1,3
Colin Ye,50,0,50000,0,0,0,4,5,1,0
Colin Yuan,48,1,75000,0,5,5,4,5,1,3
Colin Zeng,78,1,75000,0,5,0,5,4,1,2
Colin Zhao,70,0,25000,0,4,0,2,2,0,2
Colin Zheng,60,0,150000,0,3,4,3,5,0,4
Colin Zhou,47,1,50000,0,0,0,4,3,1,0
Colin Zhu,46,1,100000,0,0,0,4,5,0,4
Colleen Anand,64,1,150000,1,4,5,3,5,1,3
Colleen Andersen,53,0,50000,1,2,2,3,3,1,0
Colleen Beck,40,1,50000,1,0,0,2,2,0,2
Colleen Cai,47,0,50000,1,0,0,5,2,1,0
Colleen Chavez,45,0,25000,1,0,0,1,1,0,2
Colleen Chen,45,1,75000,1,1,1,5,2,1,0
Colleen Deng,79,0,50000,1,2,0,3,3,0,2
Colleen Gao,63,1,150000,1,4,5,3,5,1,2
Colleen Goel,68,1,75000,1,5,1,1,2,1,4
Colleen Guo,51,0,100000,1,5,5,3,5,1,3
Colleen Harrison,47,1,150000,1,1,0,5,4,0,0
Colleen Hu,45,0,25000,1,0,0,1,1,0,2
Colleen Huang,66,1,50000,1,3,0,3,3,0,2
Colleen Jai,44,1,50000,1,1,1,4,2,1,0
Colleen Kumar,36,0,25000,1,0,0,1,1,1,2
Colleen Li,64,0,25000,1,3,0,3,1,1,2
Colleen Liang,55,0,25000,1,1,1,3,1,0,0
Colleen Lin,54,1,50000,1,4,3,2,2,1,2
Colleen Liu,47,0,75000,1,5,5,5,5,0,2
Colleen Lu,43,0,50000,1,0,0,3,3,0,1
Colleen Luo,54,1,75000,1,1,0,4,5,1,1
Colleen Ma,43,1,50000,1,1,1,4,2,1,0
Colleen Nara,51,0,25000,1,4,3,1,1,1,2
Colleen Nath,48,1,50000,1,1,1,4,3,1,0
Colleen Rai,42,1,75000,1,0,0,4,5,1,3
Colleen Raje,40,0,75000,1,0,0,4,5,0,2
Colleen Raji,52,0,75000,1,0,0,4,5,0,1
Colleen Shan,46,1,150000,1,0,5,2,4,0,4
Colleen Sharma,70,1,75000,1,5,0,4,4,1,3
Colleen She,54,0,75000,1,5,4,3,2,1,2
Colleen Shen,68,1,75000,1,5,1,1,2,1,4
Colleen Sun,50,0,25000,1,1,1,2,1,0,1
Colleen Tang,56,0,25000,1,1,1,3,1,1,0
Colleen West,52,0,75000,1,0,0,4,5,0,1
Colleen Wu,46,0,25000,1,2,2,2,1,1,0
Colleen Xie,61,1,150000,1,3,4,3,5,1,3
Colleen Xu,78,1,50000,1,2,0,4,4,1,2
Colleen Xu,45,0,100000,1,0,0,4,5,1,4
Colleen Yang,67,1,25000,1,2,1,1,3,1,2
Colleen Yuan,76,0,25000,1,1,0,4,3,1,0
Colleen Zeng,52,1,75000,1,4,4,4,5,1,3
Colleen Zhang,46,1,50000,1,0,0,5,3,1,0
Colleen Zhao,50,1,50000,1,1,1,4,2,1,2
Colleen Zheng,68,0,25000,1,2,1,1,3,1,2
Colleen Zhou,57,0,150000,1,4,1,4,4,0,4
Colleen Zhu,45,1,100000,1,0,5,2,4,1,3
Connie Liang,76,0,75000,1,5,0,5,4,1,2
